공고번호,축종,품종,털색,성별,중성화_여부,특징,접수일시,구조사유,발생장소,공고기간,관할보호센터명,보호장소,전화번호,관할기관,담당자,연락처,특이사항,url,url2
경기-안성-2022-00343,개,믹스견,하양,수컷,아니오,경계심 없음/만질수있음,2022-06-17,,양성 방축리 234-1,2022-06-20 ~ 2022-06-30 ,이성준동물병원 ,경기도 안성시 중앙로 431-1 (봉남동)   ,031-673-5858 ,경기도 안성시  ,안성시 ,031-678-5493, ,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/04/20220617140698_s.jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/04/20220617140698.jpg
경기-고양-2022-00381,개,믹스견,"검정,황색",암컷,미상,없음,2022-06-17,,현천동 673-2 부근,2022-06-20 ~ 2022-06-30 ,고양시동물보호센터 ,"경기도 고양시 덕양구 고양대로 1695 (원흥동, 고양시 농업기술센터)  고양시동물보호센터 ",031-962-3232 ,경기도 고양시  ,조재현(유기동물보호) ,031-8075-4657, ,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/05/202206171606173_s.jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/05/202206171606173.jpg
경기-수원-2022-00372,개,코카 스파니엘,갈색,수컷,예,,2022-06-17,,팔달구 갓매산로56번길 13,2022-06-20 ~ 2022-06-30 ,수원시 동물보호센터 ,"경기도 수원시 영통구 광교호수로 234 (하동, 수원시 동물보호센터)  하동 40-10 ",031-228-3557 ,경기도 수원시  ,수원시 ,031-228-3162, ,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/04/202206201106617[1]_s.jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/04/202206201106617[1].jpg
경기-수원-2022-00371,개,믹스견,흰색,암컷,아니오,내장칩 있음,2022-06-17,,영통구 매탄로140번길 54-51,2022-06-20 ~ 2022-06-30 ,수원시 동물보호센터 ,"경기도 수원시 영통구 광교호수로 234 (하동, 수원시 동물보호센터)  하동 40-10 ",031-228-3557 ,경기도 수원시  ,수원시 ,031-228-3162, ,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/04/202206201106984_s.jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/04/202206201106984.jpg
경기-수원-2022-00370,개,믹스견,"백색, 갈색",수컷,아니오,,2022-06-17,,권선구 호매실로90번길 98,2022-06-20 ~ 2022-06-30 ,수원시 동물보호센터 ,"경기도 수원시 영통구 광교호수로 234 (하동, 수원시 동물보호센터)  하동 40-10 ",031-228-3557 ,경기도 수원시  ,수원시 ,031-228-3162, ,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/04/20220620130625_s.jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/04/20220620130625.jpg
대전-대덕-2022-00137,개,말티즈,백색,암컷,미상,,2022-06-17,,상서동 반려동물놀이터 주변,2022-06-20 ~ 2022-06-30 ,대전동물보호센터 ,대전광역시 유성구 금남구즉로 1234 (금고동)  대전광역시 동물보호센터 ,042-825-1118 ,대전광역시 대덕구  ,대덕구 ,042-608-6951, ,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/04/202206201306403_s.jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/04/202206201306403.jpg
대전-서구-2022-00182,개,푸들,갈색,암컷,미상,주인반환,2022-06-17,,대전 서구 도마4길 69 인근,2022-06-20 ~ 2022-06-30 ,대전동물보호센터 ,대전광역시 유성구 금남구즉로 1234 (금고동)  대전광역시 동물보호센터 ,042-825-1118 ,대전광역시 서구  ,서구 ,042-288-2480, ,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/05/202206200906349_s.jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/05/202206200906349.png
대전-동구-2022-00146,개,요크셔 테리어,흑&#8226;갈,암컷,미상,칩 확인 (전번 확인 요),2022-06-17,,비룡동 111-1 인근,2022-06-20 ~ 2022-06-30 ,대전동물보호센터 ,대전광역시 유성구 금남구즉로 1234 (금고동)  대전광역시 동물보호센터 ,042-825-1118 ,대전광역시 동구  ,황서영 ,042-251-4647, ,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/05/202206200806175_s.jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/05/202206200806175.jpg
인천-계양-2022-00278,개,믹스견,백색,암컷,아니오,"사람을 경계함,입주변 탈모 발적",2022-06-17,,계양소방서 구조대(둑실동),2022-06-20 ~ 2022-06-30 ,신영재동물병원 ,인천광역시 계양구 장제로 923 (병방동)   ,032-552-0075 ,인천광역시 계양구  ,계양구 ,032-450-6844, ,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/04/202206200006354_s.jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/04/202206200006354.jpg
인천-계양-2022-00277,개,믹스견,검정색/갈색,수컷,아니오,포획트랩으로 포획,2022-06-17,,계양구청(다남동 103-41),2022-06-20 ~ 2022-06-30 ,신영재동물병원 ,인천광역시 계양구 장제로 923 (병방동)   ,032-552-0075 ,인천광역시 계양구  ,계양구 ,032-450-6844, ,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/04/202206200006517_s.jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/04/202206200006517.jpeg
인천-계양-2022-00276,개,포메라니안,갈색,암컷,아니오,장염증상있슴,2022-06-17,,계산역 스타벅스,2022-06-20 ~ 2022-06-30 ,신영재동물병원 ,인천광역시 계양구 장제로 923 (병방동)   ,032-552-0075 ,인천광역시 계양구  ,계양구 ,032-450-6844, ,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/04/202206200006107_s.jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/04/202206200006107.jpg
인천-남동-2022-00266,개,믹스견,검/갈/흰,암컷,미상,4발 갈색,2022-06-17,,남동구 남촌동,2022-06-20 ~ 2022-06-30 ,인천광역시수의사회 ,"인천광역시 계양구 다남로165번길 56 (다남동, 유기동물보호소)   ",032-515-7567 ,인천광역시 남동구  ,남동구 ,032-453-6094, ,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/05/202206191106343_s.jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/05/202206191106343.jpg
인천-남동-2022-00265,개,진도견,연갈색,암컷,미상,귀갈색진함,2022-06-17,,남동구청,2022-06-20 ~ 2022-06-30 ,인천광역시수의사회 ,"인천광역시 계양구 다남로165번길 56 (다남동, 유기동물보호소)   ",032-515-7567 ,인천광역시 남동구  ,남동구 ,032-453-6094, ,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/04/202206181006618_s.jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/04/202206181006618.jpg
인천-남동-2022-00263,개,비숑 프리제,흰색,수컷,예,빨간색가슴끈착용,2022-06-17,,남동구 구월동 1136-10,2022-06-20 ~ 2022-06-30 ,인천광역시수의사회 ,"인천광역시 계양구 다남로165번길 56 (다남동, 유기동물보호소)   ",032-515-7567 ,인천광역시 남동구  ,남동구 ,032-453-6094, ,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/05/202206201306738_s.jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/05/202206201306738.jpg
인천-미추홀-2022-00249,개,푸들,갈색,수컷,예,초록색가슴끈착용,2022-06-17,,미추홀구 용정공원로28,2022-06-20 ~ 2022-06-30 ,인천광역시 수의사회 ,"인천광역시 계양구 다남로165번길 56 (다남동, 유기동물보호소)   ",032-515-7567 ,인천광역시 미추홀구  ,미추홀구 ,032-880-4383,입양전제로 임시보호중 ,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/04/202206180906519_s.jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/04/202206180906519.jpg
인천-미추홀-2022-00248,개,포메라니안,검/갈,수컷,아니오,"4개월추정, 눈썹흰색",2022-06-17,,미추홀구 문학동 144,2022-06-20 ~ 2022-06-30 ,인천광역시 수의사회 ,"인천광역시 계양구 다남로165번길 56 (다남동, 유기동물보호소)   ",032-515-7567 ,인천광역시 미추홀구  ,미추홀구 ,032-880-4383, ,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/04/202206180906540_s.jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/04/202206180906540.jpg
인천-중구-2022-00330,개,말티즈,흰색,암컷,미상,매우순하고 사람을잘따름.,2022-06-17,,운서동2649-3,2022-06-20 ~ 2022-06-30 ,신공항동물병원 ,인천광역시 중구 운남동로3번길 9 (운남동)   ,032-751-4598 ,인천광역시 중구  ,김근영 ,032-760-8942, ,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/05/20220617160618_s.jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/05/20220617160618.jpg
부산-강서-2022-00207,개,믹스견,흰색,암컷,아니오,백구/셋중 제일 작음,2022-06-17,,봉림동 147-1,2022-06-20 ~ 2022-06-30 ,(사)하얀비둘기 ,부산광역시 강서구 제도로 726 (강동동)   ,051-293-9779 ,부산광역시 강서구  ,김세희 ,051-970-4814, ,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/05/202206201006197_s.jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/05/202206201006197.jpg
부산-강서-2022-00206,개,믹스견,흰색,암컷,아니오,백구,2022-06-17,,봉림동 147-1,2022-06-20 ~ 2022-06-30 ,(사)하얀비둘기 ,부산광역시 강서구 제도로 726 (강동동)   ,051-293-9779 ,부산광역시 강서구  ,김세희 ,051-970-4814, ,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/05/202206201006929_s.jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/05/202206201006929.jpg
부산-강서-2022-00205,개,믹스견,황색,암컷,아니오,황구,2022-06-17,,봉림동 147-1,2022-06-20 ~ 2022-06-30 ,(사)하얀비둘기 ,부산광역시 강서구 제도로 726 (강동동)   ,051-293-9779 ,부산광역시 강서구  ,김세희 ,051-970-4814, ,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/05/202206201006438_s.jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/05/202206201006438.jpg
서울-도봉-2022-00068,개,믹스견,갈/흰,수컷,아니오,양귀처짐. 검정코. 우안충혈. 낑낑댐/겁많음/사람따름. 꼬리단미안됨. 털때탐.,2022-06-17,,창동 초안산 일대,2022-06-20 ~ 2022-06-27 ,한국동물구조관리협회 ,경기도 양주시 남면  상수리 410-1 ,031-867-9119 ,서울특별시 도봉구  ,도봉구동물복지팀 ,02-2091-3213, ,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/04/202206181706193_s.jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/04/202206181706193.jpg
전남-장성-2022-00223,개,믹스견,흰색,암컷,미상,성대수술된 강아지가 며칠째 도서관 주변에 있어 신고인이 보호. 목주변에 흉터 있음.,2022-06-17,,북이면 도서관,2022-06-19 ~ 2022-06-29 ,장성군동물보호센터 ,전라남도 장성군 삼서면 대중길 29-27   ,010-6484-2949 ,전라남도 장성군  ,동물보호담당자 ,061-390-8425, ,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/04/202206191206978_s.jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/04/202206191206978.jpg
전북-완주-2022-00168,개,믹스견,"흰색,검정색",암컷,아니오,겁이 많고 점박이 코,2022-06-17,010-5611-7054,용진읍 완주로 184,2022-06-19 ~ 2022-06-29 ,도담 ,전라북도 완주군 용진읍 순지2길 187-6   ,010-9438-9669 ,전라북도 완주군  ,나상운 ,063-290-3248, ,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/05/202206192306976_s.jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/05/202206192306976.jpg
전북-완주-2022-00167,개,믹스견,흰색,암컷,아니오,눈이 크고 코가 붉음,2022-06-17,수풀에서 울고있음,용진읍 완주로 182-10,2022-06-19 ~ 2022-06-29 ,도담 ,전라북도 완주군 용진읍 순지2길 187-6   ,010-9438-9669 ,전라북도 완주군  ,나상운 ,063-290-3248, ,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/05/202206192306603_s.jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/05/202206192306603.jpg
전북-완주-2022-00166,개,믹스견,"흰색,갈색",암컷,아니오,겁이 많고 귀여움,2022-06-17,비닐하우스 안에서 울음소리가 남,용진읍 완주로 182-10,2022-06-19 ~ 2022-06-29 ,도담 ,전라북도 완주군 용진읍 순지2길 187-6   ,010-9438-9669 ,전라북도 완주군  ,나상운 ,063-290-3248, ,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/05/202206192306898_s.jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/05/202206192306898.jpg
전북-군산-2022-00532,개,믹스견,갈색/검,수컷,아니오,생후 2개월 추정,2022-06-17,,대야면 안정마을 부근,2022-06-19 ~ 2022-07-04 ,군산유기동물보호센터 ,전라북도 군산시 대야면 보덕안정길 108-20   ,063-451-2975 ,전라북도 군산시  ,홍지수 ,063-454-5913, ,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/04/202206191406969_s.jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/04/202206191406969.jpg
전북-군산-2022-00531,개,믹스견,화이트,암컷,아니오,생후 2개월추정,2022-06-17,,대야면 안저아을 부근,2022-06-19 ~ 2022-07-04 ,군산유기동물보호센터 ,전라북도 군산시 대야면 보덕안정길 108-20   ,063-451-2975 ,전라북도 군산시  ,홍지수 ,063-454-5913, ,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/04/202206191406417_s.jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/04/202206191406417.jpg
전북-군산-2022-00530,개,믹스견,블랙,암컷,아니오,생후 2개월 추정,2022-06-17,,대야면 안정마을 부근,2022-06-19 ~ 2022-07-04 ,군산유기동물보호센터 ,전라북도 군산시 대야면 보덕안정길 108-20   ,063-451-2975 ,전라북도 군산시  ,홍지수 ,063-454-5913, ,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/04/202206191406637_s.jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/04/202206191406637.jpg
전북-군산-2022-00529,개,믹스견,화이트,암컷,아니오,생후 2개월 추정,2022-06-17,,대야면 안정마을 부근,2022-06-19 ~ 2022-07-04 ,군산유기동물보호센터 ,전라북도 군산시 대야면 보덕안정길 108-20   ,063-451-2975 ,전라북도 군산시  ,홍지수 ,063-454-5913, ,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/04/202206191406988_s.jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/04/202206191406988.jpg
전북-군산-2022-00526,개,믹스견,갈색,암컷,아니오,뜰채구조,2022-06-17,,오식도동 한국가스공사,2022-06-19 ~ 2022-07-04 ,군산유기동물보호센터 ,전라북도 군산시 대야면 보덕안정길 108-20   ,063-451-2975 ,전라북도 군산시  ,홍지수 ,063-454-5913, ,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/04/202206191206880_s.jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/04/202206191206880.jpg
인천-강화-2022-00270,개,믹스견,연갈색,암컷,아니오,"들개,포악",2022-06-17,동네에 떼지어 다니며 농작물을 훼손,숭뢰리 일대,2022-06-19 ~ 2022-06-29 ,베스트동물병원 ,"인천광역시 강화군 강화읍 강화대로 217 (강화읍, 린나이보일러)   ",032-934-9340 ,인천광역시 강화군  ,강화군청 ,032-930-4533, ,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/05/202206192306373_s.jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/05/202206192306373.jpg
인천-강화-2022-00269,개,믹스견,연갈색,암컷,아니오,"들개,포악",2022-06-17,동네에 떼지어 다니며 농작물을 훼손,숭뢰리 일대,2022-06-19 ~ 2022-06-29 ,베스트동물병원 ,"인천광역시 강화군 강화읍 강화대로 217 (강화읍, 린나이보일러)   ",032-934-9340 ,인천광역시 강화군  ,강화군청 ,032-930-4533, ,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/05/202206192306674_s.jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/05/202206192306674.jpg
경북-문경-2022-00212,개,믹스견,황색,수컷,아니오,목걸이자국 있으며 경계함,2022-06-17,,가은119,2022-06-18 ~ 2022-06-27 ,종합가축병원 ,경상북도 문경시 중앙로 170 (흥덕동)  종합가축병원 ,054-552-2233 ,경상북도 문경시  ,문경시 유통축산과 ,054-550-6282, ,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/04/202206181206868_s.jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/04/202206181206868.jpg
전남-나주-2022-00582,개,믹스견,흰색,암컷,아니오,생후2개월정도보임,2022-06-17,신고,나주시 금천면 연동길25-18,2022-06-18 ~ 2022-06-28 ,나주유기동물보호센터 ,전라남도 나주시 산포면 내기3길 71-43 [*미고시]   ,010-2331-7377 ,전라남도 나주시  ,축산과 ,061-339-7604, ,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/04/202206181906759_s.jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/04/202206181906759.jpg
전남-나주-2022-00581,개,믹스견,흰색,수컷,아니오,생후2개월정도보임 빈집에분만함,2022-06-17,신고,나주시 금천면 연동길25-18,2022-06-18 ~ 2022-06-28 ,나주유기동물보호센터 ,전라남도 나주시 산포면 내기3길 71-43 [*미고시]   ,010-2331-7377 ,전라남도 나주시  ,축산과 ,061-339-7604, ,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/04/202206181906640_s.jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/04/202206181906640.jpg
전남-나주-2022-00596,개,믹스견,검갈색,수컷,아니오,생후2개월정도보임,2022-06-17,신고,나주시 금천면 연동길25-18,2022-06-18 ~ 2022-06-28 ,나주유기동물보호센터 ,전라남도 나주시 산포면 내기3길 71-43 [*미고시]   ,010-2331-7377 ,전라남도 나주시  ,축산과 ,061-339-7604, ,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/04/202206181906515_s.jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/04/202206181906515.jpg
전남-나주-2022-00595,개,믹스견,검갈,암컷,아니오,생후2개월정도보임,2022-06-17,신고,나주시 금천면 연동길25-18,2022-06-18 ~ 2022-06-28 ,나주유기동물보호센터 ,전라남도 나주시 산포면 내기3길 71-43 [*미고시]   ,010-2331-7377 ,전라남도 나주시  ,축산과 ,061-339-7604, ,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/04/202206181806808_s.jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/04/202206181806808.jpg
전남-나주-2022-00594,개,믹스견,검갈색,암컷,아니오,생후2개월정도보임 빈집에 분만함,2022-06-17,신고,나주시 금천면 연동길25-18,2022-06-18 ~ 2022-06-28 ,나주유기동물보호센터 ,전라남도 나주시 산포면 내기3길 71-43 [*미고시]   ,010-2331-7377 ,전라남도 나주시  ,축산과 ,061-339-7604, ,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/04/202206181806397_s.jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/04/202206181806397.jpg
전남-나주-2022-00593,개,믹스견,흰색,암컷,아니오,매일 농장으로 출몰 포획구조,2022-06-17,신고,나주시 세지면 오봉리64-1,2022-06-18 ~ 2022-06-28 ,나주유기동물보호센터 ,전라남도 나주시 산포면 내기3길 71-43 [*미고시]   ,010-2331-7377 ,전라남도 나주시  ,축산과 ,061-339-7604, ,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/04/202206181806623_s.jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/04/202206181806623.jpg
전남-나주-2022-00592,개,믹스견,흰색,암컷,아니오,농장으로 매일 출몰,2022-06-17,신고,나주시 세지면 오봉리64-1,2022-06-18 ~ 2022-06-28 ,나주유기동물보호센터 ,전라남도 나주시 산포면 내기3길 71-43 [*미고시]   ,010-2331-7377 ,전라남도 나주시  ,축산과 ,061-339-7604, ,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/04/202206181806956_s.jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/04/202206181806956.jpg
충남-아산-2022-00463,개,푸들,갈색,암컷,미상,980호(관리) 463호(공고),2022-06-17,,권곡동 삼부르네상스 아파트 301동 앞 놀이터,2022-06-18 ~ 2022-06-27 ,아산시동물보호센터 ,충청남도 아산시 염치읍 충무로 295-9   ,041-533-3563 ,충청남도 아산시  ,이호석 ,041-537-3845, ,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/05/202206180706928_s.jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/05/202206180706928.jpg
충남-아산-2022-00461,개,믹스견,검정&갈색,수컷,미상,978호(관리) 461호(공고) 4개월 추정,2022-06-17,,온천동 169-7번지 빈 공터,2022-06-18 ~ 2022-06-27 ,아산시동물보호센터 ,충청남도 아산시 염치읍 충무로 295-9   ,041-533-3563 ,충청남도 아산시  ,이호석 ,041-537-3845, ,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/05/202206180706482_s.jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/05/202206180706482.jpg
강원-강릉-2022-00306,개,믹스견,"흰색,갈색",암컷,아니오,"목줄없이 발견, 온순함",2022-06-17,민원접수,주문진 현대아파트,2022-06-18 ~ 2022-06-28 ,강릉시 동물사랑센터 ,강원도 강릉시 성산면 내맬길 172   ,033-641-7515 ,강원도 강릉시  ,동물정책과 ,033-640-5587, ,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/04/202206181606299_s.jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/04/202206181606299.jpg
강원-강릉-2022-00304,개,말티즈,흰색,암컷,아니오,온순함,2022-06-17,민원접수,내곡한라아파트 단지내,2022-06-18 ~ 2022-06-28 ,강릉시 동물사랑센터 ,강원도 강릉시 성산면 내맬길 172   ,033-641-7515 ,강원도 강릉시  ,동물정책과 ,033-640-5587, ,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/04/202206181506124[1]_s.jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/04/202206181506124[1].jpg
강원-강릉-2022-00303,개,스탠다드 푸들,흰색,수컷,아니오,목줄과 리드줄 착용,2022-06-17,민원접수,세인트존스호텔 근처 해변,2022-06-18 ~ 2022-06-28 ,강릉시 동물사랑센터 ,강원도 강릉시 성산면 내맬길 172   ,033-641-7515 ,강원도 강릉시  ,동물정책과 ,033-640-5587, ,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/04/202206181506139_s.jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/04/202206181506139.jpg
경기-포천-2022-00506,개,믹스견,갈/검/흰,암컷,미상,양귀반접힘. 코검정. 진드기오염. 겁많음/소심/천천히 다가가면 사람 약간따름. 꼬리단미안됨. 털상태불량.,2022-06-17,,소흘읍 죽엽산로 15-162 인근,2022-06-18 ~ 2022-06-28 ,한국동물구조관리협회 ,경기도 양주시 남면 감악산로 63-37   ,031-867-9119 ,경기도 포천시  ,차봉환 ,031-538-3883, ,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/04/202206181706189_s.jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/04/202206181706189.jpg
경기-포천-2022-00505,개,믹스견,갈,수컷,아니오,코검정. 양귀반접힘. 경계심 강함/겁많음/으르렁댐. 꼬리단미안됨. 털때탐. 진드기오염.,2022-06-17,,소흘읍 죽엽산로 15-162 인근,2022-06-18 ~ 2022-06-28 ,한국동물구조관리협회 ,경기도 양주시 남면 감악산로 63-37   ,031-867-9119 ,경기도 포천시  ,차봉환 ,031-538-3883, ,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/04/202206181706677_s.jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/04/202206181706677.jpg
경기-포천-2022-00504,개,믹스견,흰/갈,암컷,미상,양귀처짐. 코검정. 목 왼쪽 혈흔오염. 겁많음/소심. 꼬리단미안됨. 털때탐. 진드기오염.,2022-06-17,,소흘읍 죽엽산로 15-162 인근,2022-06-18 ~ 2022-06-28 ,한국동물구조관리협회 ,경기도 양주시 남면 감악산로 63-37   ,031-867-9119 ,경기도 포천시  ,차봉환 ,031-538-3883, ,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/04/202206181706157_s.jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/04/202206181706157.jpg
경기-포천-2022-00503,개,보더 콜리,검/흰,수컷,아니오,초록 가죽목줄. 양후지 며느리발톱 두개씩. 활발/사람좋아함. 꼬리단미안됨. 털때탐.,2022-06-17,,삼육사로 2019-16 인근,2022-06-18 ~ 2022-06-28 ,한국동물구조관리협회 ,경기도 양주시 남면 감악산로 63-37   ,031-867-9119 ,경기도 포천시  ,차봉환 ,031-538-3883, ,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/04/202206181706927_s.jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/04/202206181706927.jpg
경기-포천-2022-00502,개,믹스견,흰,수컷,아니오,양귀반접힘. 코검정. 겁많음/다가가면 낑낑댐. 꼬리단미안됨. 털상태불량. 진드기오염.,2022-06-17,,내촌면 마영리 291-1 인근,2022-06-18 ~ 2022-06-28 ,한국동물구조관리협회 ,경기도 양주시 남면 감악산로 63-37   ,031-867-9119 ,경기도 포천시  ,차봉환 ,031-538-3883, ,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/04/202206181706980[1]_s.jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/04/202206181706980[1].jpg
경기-김포-2022-00447,개,믹스견,흰,암컷,미상,갈색목줄. 양귀쫑긋. 코검정. 경계/소심/겁있음/사람 약간따름. 꼬리다미안됨. 털때탐.,2022-06-17,,승가로 19번길 1 인근,2022-06-18 ~ 2022-06-28 ,한국동물구조관리협회 ,경기도 양주시 남면 감악산로 63-37 (남면)   ,031-867-9119 ,경기도 김포시  ,김수연 ,031-980-2893, ,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/04/202206181706154_s.jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2022/04/202206181706154.jpg
